"","posture_change","date","R.deaths","R.deaths.q2.5","R.deaths.q97.5","R.cases","R.cases.q2.5","R.cases.q97.5"
"1","On_Premises_to_Hybrid","2020-02-05",NA,NA,NA,NA,NA,NA
"2","On_Premises_to_Hybrid","2020-02-06",NA,NA,NA,5,0.126589039921449,18.4443972705697
"3","On_Premises_to_Hybrid","2020-02-07",NA,NA,NA,5,0.126589039921449,18.4443972705697
"4","On_Premises_to_Hybrid","2020-02-08",NA,NA,NA,5,0.126589039921449,18.4443972705697
"5","On_Premises_to_Hybrid","2020-02-09",NA,NA,NA,5,0.126589039921449,18.4443972705697
"6","On_Premises_to_Hybrid","2020-02-10",NA,NA,NA,5,0.126589039921449,18.4443972705697
"7","On_Premises_to_Hybrid","2020-02-11",NA,NA,NA,5,0.126589039921449,18.4443972705697
"8","On_Premises_to_Hybrid","2020-02-12",NA,NA,NA,5,0.126589039921449,18.4443972705697
"9","On_Premises_to_Hybrid","2020-02-13",NA,NA,NA,5,0.126589039921449,18.4443972705697
"10","On_Premises_to_Hybrid","2020-02-14",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"11","On_Premises_to_Hybrid","2020-02-15",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"12","On_Premises_to_Hybrid","2020-02-16",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"13","On_Premises_to_Hybrid","2020-02-17",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"14","On_Premises_to_Hybrid","2020-02-18",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"15","On_Premises_to_Hybrid","2020-02-19",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"16","On_Premises_to_Hybrid","2020-02-20",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"17","On_Premises_to_Hybrid","2020-02-21",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"18","On_Premises_to_Hybrid","2020-02-22",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"19","On_Premises_to_Hybrid","2020-02-23",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"20","On_Premises_to_Hybrid","2020-02-24",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"21","On_Premises_to_Hybrid","2020-02-25",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"22","On_Premises_to_Hybrid","2020-02-26",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"23","On_Premises_to_Hybrid","2020-02-27",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"24","On_Premises_to_Hybrid","2020-02-28",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"25","On_Premises_to_Hybrid","2020-02-29",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"26","On_Premises_to_Hybrid","2020-03-01",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"27","On_Premises_to_Hybrid","2020-03-02",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"28","On_Premises_to_Hybrid","2020-03-03",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"29","On_Premises_to_Hybrid","2020-03-04",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"30","On_Premises_to_Hybrid","2020-03-05",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"31","On_Premises_to_Hybrid","2020-03-06",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"32","On_Premises_to_Hybrid","2020-03-07",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"33","On_Premises_to_Hybrid","2020-03-08",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"34","On_Premises_to_Hybrid","2020-03-09",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"35","On_Premises_to_Hybrid","2020-03-10",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"36","On_Premises_to_Hybrid","2020-03-11",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"37","On_Premises_to_Hybrid","2020-03-12",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"38","On_Premises_to_Hybrid","2020-03-13",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"39","On_Premises_to_Hybrid","2020-03-14",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"40","On_Premises_to_Hybrid","2020-03-15",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"41","On_Premises_to_Hybrid","2020-03-16",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"42","On_Premises_to_Hybrid","2020-03-17",5,0.126589039921449,18.4443972705697,10,1.21104639271982,27.8582169546945
"43","On_Premises_to_Hybrid","2020-03-18",5,0.126589039921449,18.4443972705697,24.4490348834772,7.93853507697113,50.0793917574339
"44","On_Premises_to_Hybrid","2020-03-19",5,0.126589039921449,18.4443972705697,34.6468071727084,14.9580321793376,62.4624565214344
"45","On_Premises_to_Hybrid","2020-03-20",5,0.126589039921449,18.4443972705697,36.054833907232,17.9984431816999,60.278293871801
"46","On_Premises_to_Hybrid","2020-03-21",5,0.126589039921449,18.4443972705697,35.2419085028677,20.1437957284354,54.4932831131141
"47","On_Premises_to_Hybrid","2020-03-22",5,0.126589039921449,18.4443972705697,29.5306996799045,18.2799685395443,43.4359719734896
