,schnam,leaid,gslo,gshi,openEnroll,level,MultiBdy,COUNTY,ENROLLMENT_x,DistrictName,PhysicalCity,Enrollment_1_x,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate,Enrollment_1_y,ENROLLMENT_y,district_enroll,county_enroll
99,Archbold Elementary School,3904704,KG,4,0.0,1,0,FULTON,466.0,Archbold-Area Local School District,Archbold,1467.0,,Pending,Unknown,Pending,Pending,,,Not Required,Required for middle/high school students only,9/1/20,1467.0,1210.0,1467.0,8188.0
100,Archbold High School,3904704,9,12,0.0,3,0,FULTON,361.0,Archbold-Area Local School District,Archbold,1467.0,,Pending,Unknown,Pending,Pending,,,Not Required,Required for middle/high school students only,9/1/20,1467.0,1210.0,1467.0,8188.0
101,Archbold Middle School,3904704,5,8,0.0,2,0,FULTON,383.0,Archbold-Area Local School District,Archbold,1467.0,,Pending,Unknown,Pending,Pending,,,Not Required,Required for middle/high school students only,9/1/20,1467.0,1210.0,1467.0,8188.0
102,Arlington Local Elementary School,3904742,KG,6,0.0,1,0,HANCOCK,294.0,Arlington Local School District,Arlington,599.0,9/8/20,On Premises,Unknown,Required for all staff,Required for all students,2020-10-13,9/9/20,Required for All Staff,Required for middle/high school students only,9/1/20,599.0,571.0,599.0,13232.0
103,Arlington Local High School,3904742,7,12,0.0,3,0,HANCOCK,277.0,Arlington Local School District,Arlington,599.0,9/8/20,On Premises,Unknown,Required for all staff,Required for all students,2020-10-13,9/9/20,Required for All Staff,Required for middle/high school students only,9/1/20,599.0,571.0,599.0,13232.0
104,Ashland High School,3904350,9,12,0.0,3,0,ASHLAND,959.0,Ashland City School District,Ashland,3365.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,9/9/20,Required for all staff,Required for all students,10/7/20,3365.0,3260.0,3365.0,7452.0
105,Ashland Middle School,3904350,6,8,0.0,2,0,ASHLAND,726.0,Ashland City School District,Ashland,3365.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,9/9/20,Required for all staff,Required for all students,10/7/20,3365.0,3260.0,3365.0,7452.0
106,Edison Elementary School,3904350,KG,3,0.0,1,0,ASHLAND,460.0,Ashland City School District,Ashland,3365.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,9/9/20,Required for all staff,Required for all students,10/7/20,3365.0,3260.0,3365.0,7452.0
107,Taft Intermediate School,3904350,3,5,0.0,1,0,ASHLAND,520.0,Ashland City School District,Ashland,3365.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,9/9/20,Required for all staff,Required for all students,10/7/20,3365.0,3260.0,3365.0,7452.0
108,Reagan Elementary School,3904350,PK,3,0.0,1,0,ASHLAND,595.0,Ashland City School District,Ashland,3365.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,9/9/20,Required for all staff,Required for all students,10/7/20,3365.0,3260.0,3365.0,7452.0
109,Lakeside High School,3904351,8,12,,3,0,ASHTABULA,964.0,Ashtabula Area City School District,Ashtabula,3504.0,10/5/20,Hybrid,,Pending,Pending,2020-08-28,10/20/20,,,,3504.0,3252.0,3504.0,12031.0
110,Lakeside Junior High School,3904351,7,9,,2,0,ASHTABULA,471.0,Ashtabula Area City School District,Ashtabula,3504.0,10/5/20,Hybrid,,Pending,Pending,2020-08-28,10/20/20,,,,3504.0,3252.0,3504.0,12031.0
111,Ontario Primary School,3904351,KG,3,,1,0,ASHTABULA,336.0,Ashtabula Area City School District,Ashtabula,3504.0,10/5/20,Hybrid,,Pending,Pending,2020-08-28,10/20/20,,,,3504.0,3252.0,3504.0,12031.0
112,Erie Intermediate School,3904351,3,6,,1,0,ASHTABULA,410.0,Ashtabula Area City School District,Ashtabula,3504.0,10/5/20,Hybrid,,Pending,Pending,2020-08-28,10/20/20,,,,3504.0,3252.0,3504.0,12031.0
113,Michigan Primary School,3904351,KG,3,,1,0,ASHTABULA,346.0,Ashtabula Area City School District,Ashtabula,3504.0,10/5/20,Hybrid,,Pending,Pending,2020-08-28,10/20/20,,,,3504.0,3252.0,3504.0,12031.0
114,Huron Primary School,3904351,KG,3,,1,0,ASHTABULA,342.0,Ashtabula Area City School District,Ashtabula,3504.0,10/5/20,Hybrid,,Pending,Pending,2020-08-28,10/20/20,,,,3504.0,3252.0,3504.0,12031.0
115,Superior Intermediate School,3904351,3,6,,1,0,ASHTABULA,383.0,Ashtabula Area City School District,Ashtabula,3504.0,10/5/20,Hybrid,,Pending,Pending,2020-08-28,10/20/20,,,,3504.0,3252.0,3504.0,12031.0
116,Athens High School,3904352,9,12,0.0,3,0,ATHENS,769.0,Athens City School District,The Plains,2665.0,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-07,9/2/20,Required for all staff,Required for all students,10/7/20,2665.0,2558.0,2665.0,7412.0
117,Athens Middle School,3904352,7,8,0.0,2,0,ATHENS,400.0,Athens City School District,The Plains,2665.0,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-07,9/2/20,Required for all staff,Required for all students,10/7/20,2665.0,2558.0,2665.0,7412.0
118,East Elementary School,3904352,KG,6,0.0,1,0,ATHENS,382.0,Athens City School District,The Plains,2665.0,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-07,9/2/20,Required for all staff,Required for all students,10/7/20,2665.0,2558.0,2665.0,7412.0
119,Morrison Elementary School,3904352,KG,6,0.0,1,0,ATHENS,408.0,Athens City School District,The Plains,2665.0,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-07,9/2/20,Required for all staff,Required for all students,10/7/20,2665.0,2558.0,2665.0,7412.0
120,The Plains Elementary School,3904352,KG,6,0.0,1,0,ATHENS,402.0,Athens City School District,The Plains,2665.0,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-07,9/2/20,Required for all staff,Required for all students,10/7/20,2665.0,2558.0,2665.0,7412.0
121,West Elementary School,3904352,KG,6,0.0,1,0,ATHENS,197.0,Athens City School District,The Plains,2665.0,8/31/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-07,9/2/20,Required for all staff,Required for all students,10/7/20,2665.0,2558.0,2665.0,7412.0
122,Aurora High School,3904917,9,12,0.0,3,0,PORTAGE,991.0,Aurora City School District,Aurora,3113.0,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-14,9/2/20,Required for all staff,Required for all students,9/14/20,3113.0,2954.0,3113.0,20789.0
123,Harmon Middle School,3904917,6,8,0.0,2,0,PORTAGE,677.0,Aurora City School District,Aurora,3113.0,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-14,9/2/20,Required for all staff,Required for all students,9/14/20,3113.0,2954.0,3113.0,20789.0
124,Craddock Elementary School,3904917,1,2,0.0,1,0,PORTAGE,401.0,Aurora City School District,Aurora,3113.0,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-14,9/2/20,Required for all staff,Required for all students,9/14/20,3113.0,2954.0,3113.0,20789.0
125,Leighton Elementary School,3904917,3,5,0.0,1,0,PORTAGE,639.0,Aurora City School District,Aurora,3113.0,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-14,9/2/20,Required for all staff,Required for all students,9/14/20,3113.0,2954.0,3113.0,20789.0
126,Miller Elementary School,3904917,PK,KG,0.0,1,0,PORTAGE,246.0,Aurora City School District,Aurora,3113.0,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-14,9/2/20,Required for all staff,Required for all students,9/14/20,3113.0,2954.0,3113.0,20789.0
127,Austintown Middle School,3904829,6,8,0.0,2,0,MAHONING,1118.0,Austintown Local Schools,Youngstown,4656.0,8/31/20,Other,Other,Required for all staff,Required for all students,2021-01-20,9/2/20,Required for all staff,Required for all students,1/20/21,4656.0,4629.0,4656.0,23873.0
128,Fitch High School,3904829,9,12,0.0,3,0,MAHONING,1430.0,Austintown Local Schools,Youngstown,4656.0,8/31/20,Other,Other,Required for all staff,Required for all students,2021-01-20,9/2/20,Required for all staff,Required for all students,1/20/21,4656.0,4629.0,4656.0,23873.0
129,Austintown Intermediate School,3904829,3,5,0.0,1,0,MAHONING,1014.0,Austintown Local Schools,Youngstown,4656.0,8/31/20,Other,Other,Required for all staff,Required for all students,2021-01-20,9/2/20,Required for all staff,Required for all students,1/20/21,4656.0,4629.0,4656.0,23873.0
130,Austintown Elementary School,3904829,KG,2,0.0,1,0,MAHONING,1067.0,Austintown Local Schools,Youngstown,4656.0,8/31/20,Other,Other,Required for all staff,Required for all students,2021-01-20,9/2/20,Required for all staff,Required for all students,1/20/21,4656.0,4629.0,4656.0,23873.0
131,Troy Intermediate Elementary School,3904812,4,6,0.0,2,0,LORAIN,601.0,Avon Lake City School District,Avon Lake,3940.0,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-23,9/2/20,Pending,Pending,9/14/20,3940.0,3819.0,3940.0,43143.0
132,Avon Lake High School,3904812,9,12,0.0,3,0,LORAIN,1224.0,Avon Lake City School District,Avon Lake,3940.0,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-23,9/2/20,Pending,Pending,9/14/20,3940.0,3819.0,3940.0,43143.0
133,Eastview Elementary School,3904812,KG,4,0.0,1,0,LORAIN,415.0,Avon Lake City School District,Avon Lake,3940.0,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-23,9/2/20,Pending,Pending,9/14/20,3940.0,3819.0,3940.0,43143.0
134,Erieview Elementary School,3904812,KG,4,0.0,1,0,LORAIN,283.0,Avon Lake City School District,Avon Lake,3940.0,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-23,9/2/20,Pending,Pending,9/14/20,3940.0,3819.0,3940.0,43143.0
135,Learwood Middle School,3904812,7,8,0.0,2,0,LORAIN,650.0,Avon Lake City School District,Avon Lake,3940.0,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-23,9/2/20,Pending,Pending,9/14/20,3940.0,3819.0,3940.0,43143.0
136,Redwood Elementary School,3904812,PK,4,0.0,1,0,LORAIN,427.0,Avon Lake City School District,Avon Lake,3940.0,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-23,9/2/20,Pending,Pending,9/14/20,3940.0,3819.0,3940.0,43143.0
137,Westview Elementary School,3904812,KG,4,0.0,1,0,LORAIN,219.0,Avon Lake City School District,Avon Lake,3940.0,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-12-23,9/2/20,Pending,Pending,9/14/20,3940.0,3819.0,3940.0,43143.0
138,Avon Middle School,3904811,5,8,0.0,2,0,LORAIN,1127.0,Avon Local School District,Avon,4351.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-28,9/2/20,Required for all staff,Required for all students,12/7/20,4351.0,4310.0,4351.0,43143.0
139,Avon High School,3904811,8,12,0.0,3,0,LORAIN,1308.0,Avon Local School District,Avon,4351.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-28,9/2/20,Required for all staff,Required for all students,12/7/20,4351.0,4310.0,4351.0,43143.0
140,Avon East Elementary School,3904811,KG,2,0.0,1,0,LORAIN,630.0,Avon Local School District,Avon,4351.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-28,9/2/20,Required for all staff,Required for all students,12/7/20,4351.0,4310.0,4351.0,43143.0
141,Avon Early Learning Center,3904811,PK,KG,0.0,1,0,LORAIN,277.0,Avon Local School District,Avon,4351.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-28,9/2/20,Required for all staff,Required for all students,12/7/20,4351.0,4310.0,4351.0,43143.0
142,Avon Heritage Elementary School,3904811,2,5,0.0,1,0,LORAIN,968.0,Avon Local School District,Avon,4351.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-28,9/2/20,Required for all staff,Required for all students,12/7/20,4351.0,4310.0,4351.0,43143.0
143,Ayersville Elementary School,3904670,KG,6,0.0,1,0,DEFIANCE,401.0,Ayersville Local Schools,Defiance,800.0,9/3/20,On Premises,On Premises,Required for all staff,Required for all students,2020-12-18,9/9/20,Required for all staff,Required for all students,9/15/20,800.0,737.0,800.0,6687.0
144,Ayersville High School,3904670,7,12,0.0,3,0,DEFIANCE,336.0,Ayersville Local Schools,Defiance,800.0,9/3/20,On Premises,On Premises,Required for all staff,Required for all students,2020-12-18,9/9/20,Required for all staff,Required for all students,9/15/20,800.0,737.0,800.0,6687.0
145,Barberton High School,3904353,9,12,0.0,3,0,SUMMIT,1400.0,Barberton City School District,Barberton,3700.0,9/2/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,9/2/20,Required for all staff,Required for all students,10/5/20,3700.0,3841.0,3841.0,66890.0
146,Barberton Elementary School West,3904353,PK,5,0.0,1,0,SUMMIT,685.0,Barberton City School District,Barberton,3700.0,9/2/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,9/2/20,Required for all staff,Required for all students,10/5/20,3700.0,3841.0,3841.0,66890.0
147,Barberton Middle School,3904353,5,8,0.0,2,0,SUMMIT,1095.0,Barberton City School District,Barberton,3700.0,9/2/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,9/2/20,Required for all staff,Required for all students,10/5/20,3700.0,3841.0,3841.0,66890.0
148,Barberton Elementary School East,3904353,PK,4,0.0,1,0,SUMMIT,661.0,Barberton City School District,Barberton,3700.0,9/2/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,9/2/20,Required for all staff,Required for all students,10/5/20,3700.0,3841.0,3841.0,66890.0
149,Barnesville Elementary School,3904520,PK,4,0.0,1,0,BELMONT,607.0,Barnesville Exempted Village School Dist,Barnesville,1463.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-08,9/2/20,Required for all staff,Required for all students,9/30/20,1463.0,1389.0,1463.0,11695.0
150,Barnesville High School,3904520,9,12,0.0,3,0,BELMONT,359.0,Barnesville Exempted Village School Dist,Barnesville,1463.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-08,9/2/20,Required for all staff,Required for all students,9/30/20,1463.0,1389.0,1463.0,11695.0
151,Barnesville Middle School,3904520,5,8,0.0,2,0,BELMONT,423.0,Barnesville Exempted Village School Dist,Barnesville,1463.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-08,9/2/20,Required for all staff,Required for all students,9/30/20,1463.0,1389.0,1463.0,11695.0
152,Batavia Middle School,3904630,5,8,0.0,2,0,CLERMONT,524.0,Batavia Local Schools,Batavia,2442.0,8/31/20,On Premises,On Premises,Required for all staff,Required for all students,2021-01-21,9/2/20,Pending,Pending,10/7/20,2442.0,2244.0,2442.0,32683.0
153,Batavia Elementary School,3904630,PK,4,0.0,1,0,CLERMONT,1210.0,Batavia Local Schools,Batavia,2442.0,8/31/20,On Premises,On Premises,Required for all staff,Required for all students,2021-01-21,9/2/20,Pending,Pending,10/7/20,2442.0,2244.0,2442.0,32683.0
154,Batavia High School,3904630,9,12,0.0,3,0,CLERMONT,510.0,Batavia Local Schools,Batavia,2442.0,8/31/20,On Premises,On Premises,Required for all staff,Required for all students,2021-01-21,9/2/20,Pending,Pending,10/7/20,2442.0,2244.0,2442.0,32683.0
155,Bath Elementary School,3904576,KG,5,0.0,1,0,ALLEN,862.0,Bath Local School District,Lima,1766.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-05,9/9/20,Pending,Pending,10/30/20,1766.0,1776.0,1776.0,16319.0
156,Bath High School,3904576,9,12,0.0,3,0,ALLEN,476.0,Bath Local School District,Lima,1766.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-05,9/9/20,Pending,Pending,10/30/20,1766.0,1776.0,1776.0,16319.0
157,Bath Middle School,3904576,6,8,0.0,2,0,ALLEN,438.0,Bath Local School District,Lima,1766.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-05,9/9/20,Pending,Pending,10/30/20,1766.0,1776.0,1776.0,16319.0
158,Bay High School,3904354,9,12,0.0,3,0,CUYAHOGA,810.0,Bay Village City School District,Bay Village,2475.0,8/24/20,On Premises,Online Only,Required for all staff,Required for all students,2021-01-28,8/26/20,Required for all staff,Required for all students,1/6/21,2475.0,2434.0,2475.0,98343.0
159,Bay Middle School,3904354,5,8,0.0,2,0,CUYAHOGA,776.0,Bay Village City School District,Bay Village,2475.0,8/24/20,On Premises,Online Only,Required for all staff,Required for all students,2021-01-28,8/26/20,Required for all staff,Required for all students,1/6/21,2475.0,2434.0,2475.0,98343.0
160,Normandy Elementary School,3904354,PK,2,0.0,1,0,CUYAHOGA,481.0,Bay Village City School District,Bay Village,2475.0,8/24/20,On Premises,Online Only,Required for all staff,Required for all students,2021-01-28,8/26/20,Required for all staff,Required for all students,1/6/21,2475.0,2434.0,2475.0,98343.0
