SrcName,ncessch,schnam,leaid,gslo,gshi,STUSAB,openEnroll,level,MultiBdy,EXACT_CITY,COUNTY,LEVEL_,ENROLLMENT,SchoolYear,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment_1,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,District_nces,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate
NA,3.90E+11,Put-In-Bay High School,3904897,7,12,OH,0,3,0,PUT-IN-BAY,OTTAWA,HIGH,33,2020-2021,Put-In-Bay Local School District,Public,Put IN Bay,OH,80,8/31/20,On Premises,On Premises,Required for all staff,Required for all students,12/2/20,3904897,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Pymatuning Valley High School,3904588,9,12,OH,0,3,0,ANDOVER,ASHTABULA,HIGH,338,2020-2021,Pymatuning Valley Local School District,Public,Andover,OH,1291,8/24/20,On Premises,Other,Required for all staff,Required for all students,10/16/20,3904588,8/26/20,Not Required,Required for high school students only,9/1/20
NA,3.90E+11,Pymatuning Valley Middle School,3904588,5,8,OH,0,2,0,ANDOVER,ASHTABULA,MIDDLE,362,2020-2021,Pymatuning Valley Local School District,Public,Andover,OH,1291,8/24/20,On Premises,Other,Required for all staff,Required for all students,10/16/20,3904588,8/26/20,Not Required,Required for high school students only,9/1/20
NA,3.90E+11,Pymatuning Valley Primary Elementary School,3904588,PK,4,OH,0,1,0,ANDOVER,ASHTABULA,ELEMENTARY,508,2020-2021,Pymatuning Valley Local School District,Public,Andover,OH,1291,8/24/20,On Premises,Other,Required for all staff,Required for all students,10/16/20,3904588,8/26/20,Not Required,Required for high school students only,9/1/20
Brown middle school,3.90E+11,Brown Middle School,3904468,5,8,OH,0,2,0,RAVENNA,PORTAGE,MIDDLE,478,2020-2021,Ravenna School District,Public,Ravenna,OH,2381,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,11/17/20,3904468,10/20/20,Pending,Pending,11/4/20
CARLIN ES,3.90E+11,Carlin Elementary School,3904468,1,5,OH,0,1,0,RAVENNA,PORTAGE,ELEMENTARY,257,2020-2021,Ravenna School District,Public,Ravenna,OH,2381,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,11/17/20,3904468,10/20/20,Pending,Pending,11/4/20
Ravenna high School,3.90E+11,Ravenna High School,3904468,9,12,OH,0,3,0,RAVENNA,PORTAGE,HIGH,598,2020-2021,Ravenna School District,Public,Ravenna,OH,2381,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,11/17/20,3904468,10/20/20,Pending,Pending,11/4/20
WEST MAIN ES,3.90E+11,West Main Elementary School,3904468,1,5,OH,0,1,0,RAVENNA,PORTAGE,ELEMENTARY,377,2020-2021,Ravenna School District,Public,Ravenna,OH,2381,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,11/17/20,3904468,10/20/20,Pending,Pending,11/4/20
Not Provided,3.90E+11,West Park Elementary School,3904468,KG,KG,OH,0,1,0,RAVENNA,PORTAGE,ELEMENTARY,184,2020-2021,Ravenna School District,Public,Ravenna,OH,2381,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,11/17/20,3904468,10/20/20,Pending,Pending,11/4/20
WILLYARD ES,3.90E+11,Willyard Elementary School,3904468,1,5,OH,0,1,0,RAVENNA,PORTAGE,ELEMENTARY,294,2020-2021,Ravenna School District,Public,Ravenna,OH,2381,9/19/20,Hybrid,Hybrid,Required for all staff,Required for middle/high school students only,11/17/20,3904468,10/20/20,Pending,Pending,11/4/20
NA,3.91E+11,Bath Elementary School,3905005,4,5,OH,0,2,0,AKRON,SUMMIT,ELEMENTARY,476,2020-2021,Revere Local School District,Public,Richfield,OH,2583,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,10/1/20,3905005,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.91E+11,Revere Middle School,3905005,6,8,OH,0,2,0,AKRON,SUMMIT,MIDDLE,624,2020-2021,Revere Local School District,Public,Richfield,OH,2583,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,10/1/20,3905005,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.91E+11,Hillcrest Elementary School,3905005,KG,3,OH,0,1,0,RICHFIELD,SUMMIT,ELEMENTARY,757,2020-2021,Revere Local School District,Public,Richfield,OH,2583,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,10/1/20,3905005,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.91E+11,Revere High School,3905005,9,12,OH,0,3,0,RICHFIELD,SUMMIT,HIGH,865,2020-2021,Revere Local School District,Public,Richfield,OH,2583,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,10/1/20,3905005,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Richmond Heights Elementary School,3904659,PK,6,OH,0,1,0,RICHMOND HEIGHTS,CUYAHOGA,ELEMENTARY,414,2020-2021,Richmond Heights Local School District,Public,Richmond Heights,OH,770,9/9/20,Online Only,Online Only,Required for all staff,Required for all students,10/6/20,3904659,9/9/20,Required for all staff,Required for all students,10/6/20
NA,3.90E+11,Richmond Heights Secondary School,3904659,7,12,OH,0,3,0,RICHMOND HEIGHTS,CUYAHOGA,HIGH,256,2020-2021,Richmond Heights Local School District,Public,Richmond Heights,OH,770,9/9/20,Online Only,Online Only,Required for all staff,Required for all students,10/6/20,3904659,9/9/20,Required for all staff,Required for all students,10/6/20
NA,3.90E+11,Ridgedale Jr/Sr High School,3904843,6,12,OH,0,4,0,MORRAL,MARION,HIGH,358,2020-2021,Ridgedale Local School District,Public,Morral,OH,725,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/8/21,3904843,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Ridgedale Elementary School,3904843,KG,5,OH,0,1,0,MORRAL,MARION,ELEMENTARY,315,2020-2021,Ridgedale Local School District,Public,Morral,OH,725,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/8/21,3904843,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Ridgemont Elementary School,3904750,KG,6,OH,0,1,0,MOUNT VICTORY,HARDIN,ELEMENTARY,267,2020-2021,Ridgemont Local School District,Public,Mount Victory,OH,550,8/21/20,Hybrid,On Premises,Required for all staff,Required for all students,11/5/20,3904750,8/26/20,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Ridgemont High School,3904750,7,12,OH,0,3,0,MOUNT VICTORY,HARDIN,HIGH,228,2020-2021,Ridgemont Local School District,Public,Mount Victory,OH,550,8/21/20,Hybrid,On Premises,Required for all staff,Required for all students,11/5/20,3904750,8/26/20,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Ridgewood High School,3904647,8,12,OH,0,3,0,WEST LAFAYETTE,COSHOCTON,HIGH,450,2020-2021,Ridgewood Local School District,Public,West Lafayette,OH,1274,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904647,9/2/20,Required for all staff,Required for all students,10/13/20
NA,3.90E+11,Ridgewood Middle School,3904647,4,7,OH,0,2,0,WEST LAFAYETTE,COSHOCTON,MIDDLE,385,2020-2021,Ridgewood Local School District,Public,West Lafayette,OH,1274,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904647,9/2/20,Required for all staff,Required for all students,10/13/20
NA,3.90E+11,Ridgewood Elementary School,3904647,PK,3,OH,0,1,0,WEST,COSHOCTON,ELEMENTARY,403,2020-2021,Ridgewood Local School District,Public,West Lafayette,OH,1274,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904647,9/2/20,Required for all staff,Required for all students,10/13/20
NA,3.90E+11,Ripley Union Lewis Huntington Elementary School,3904607,PK,4,OH,0,1,0,RIPLEY,BROWN,ELEMENTARY,300,2020-2021,Ripley-Union-Lewis Huntington Sch Dist,Public,Ripley,OH,825,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/19/20,3904607,8/26/20,Required for all staff,Required for all students,9/24/20
NA,3.90E+11,Ripley-Union-Lewis-Huntington High School,3904607,9,12,OH,0,3,0,RIPLEY,BROWN,HIGH,265,2020-2021,Ripley-Union-Lewis Huntington Sch Dist,Public,Ripley,OH,825,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/19/20,3904607,8/26/20,Required for all staff,Required for all students,9/24/20
NA,3.90E+11,Ripley Union Lewis Huntington Middle School,3904607,5,8,OH,0,2,0,ABERDEEN,BROWN,MIDDLE,254,2020-2021,Ripley-Union-Lewis Huntington Sch Dist,Public,Ripley,OH,825,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/19/20,3904607,8/26/20,Required for all staff,Required for all students,9/24/20
NA,3.91E+11,Rittman High School,3910028,9,12,OH,0,3,0,RITTMAN,WAYNE,HIGH,289,2020-2021,Rittman Exempted Village Schools,Public,Rittman,OH,1264,8/18/20,Other,Hybrid,Required for all staff,Required for all students,1/7/21,3910028,8/18/20,Required for all staff,Required for all students,9/11/20
NA,3.91E+11,Rittman Middle School,3910028,6,8,OH,0,2,0,RITTMAN,WAYNE,MIDDLE,259,2020-2021,Rittman Exempted Village Schools,Public,Rittman,OH,1264,8/18/20,Other,Hybrid,Required for all staff,Required for all students,1/7/21,3910028,8/18/20,Required for all staff,Required for all students,9/11/20
NA,3.91E+11,Rittman Elementary School,3910028,KG,5,OH,0,1,0,RITTMAN,WAYNE,ELEMENTARY,455,2020-2021,Rittman Exempted Village Schools,Public,Rittman,OH,1264,8/18/20,Other,Hybrid,Required for all staff,Required for all students,1/7/21,3910028,8/18/20,Required for all staff,Required for all students,9/11/20
Liberty Elementary,3.90E+11,Liberty Elementary School,3904844,PK,5,OH,0,1,0,CALEDONIA,MARION,ELEMENTARY,399,2020-2021,River Valley Local School District,Public,Caledonia,OH,1985,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904844,9/2/20,Required for all staff,Required for all students,9/15/20
River Valley High,3.90E+11,River Valley High School,3904844,9,12,OH,0,3,0,CALEDONIA,MARION,HIGH,553,2020-2021,River Valley Local School District,Public,Caledonia,OH,1985,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904844,9/2/20,Required for all staff,Required for all students,9/15/20
River Valley Middle,3.90E+11,River Valley Middle School,3904844,6,8,OH,0,2,0,CALEDONIA,MARION,MIDDLE,492,2020-2021,River Valley Local School District,Public,Caledonia,OH,1985,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904844,9/2/20,Required for all staff,Required for all students,9/15/20
Heritage Elementary,3.90E+11,Heritage Elementary School,3904844,KG,5,OH,0,1,0,MARION,MARION,ELEMENTARY,497,2020-2021,River Valley Local School District,Public,Caledonia,OH,1985,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904844,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Conesville Elementary School,3904648,PK,6,OH,0,1,0,CONESVILLE,COSHOCTON,ELEMENTARY,338,2020-2021,River View Local School District,Public,Warsaw,OH,2105,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/9/20,3904648,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Keene Elementary School,3904648,KG,6,OH,0,1,0,KEENE,COSHOCTON,ELEMENTARY,251,2020-2021,River View Local School District,Public,Warsaw,OH,2105,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/9/20,3904648,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,River View High School,3904648,9,12,OH,0,3,0,WARSAW,COSHOCTON,HIGH,574,2020-2021,River View Local School District,Public,Warsaw,OH,2105,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/9/20,3904648,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Union Elementary School,3904648,KG,6,OH,0,1,0,WARSAW,COSHOCTON,ELEMENTARY,163,2020-2021,River View Local School District,Public,Warsaw,OH,2105,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/9/20,3904648,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Warsaw Elementary School,3904648,PK,6,OH,0,1,0,WARSAW,COSHOCTON,ELEMENTARY,332,2020-2021,River View Local School District,Public,Warsaw,OH,2105,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/9/20,3904648,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,River View Middle School,3904648,7,8,OH,0,2,0,WARSAW,COSHOCTON,MIDDLE,320,2020-2021,River View Local School District,Public,Warsaw,OH,2105,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/9/20,3904648,9/2/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Riverdale Elementary School,3904751,KG,2,OH,0,1,0,MT BLANCHARD,HANCOCK,ELEMENTARY,225,2020-2021,Riverdale Local School District,Public,Mount Blanchard,OH,1033,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/4/20,3904751,9/9/20,Required for all staff,Required for all students,11/4/20
NA,3.90E+11,Riverdale Elementary School,3904751,3,5,OH,0,1,0,MT BLANCHARD,HANCOCK,ELEMENTARY,231,2020-2021,Riverdale Local School District,Public,Mount Blanchard,OH,1033,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/4/20,3904751,9/9/20,Required for all staff,Required for all students,11/4/20
NA,3.90E+11,Riverdale High School,3904751,9,12,OH,0,3,0,MT BLANCHARD,HANCOCK,HIGH,324,2020-2021,Riverdale Local School District,Public,Mount Blanchard,OH,1033,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/4/20,3904751,9/9/20,Required for all staff,Required for all students,11/4/20
NA,3.90E+11,Riverdale Middle School,3904751,6,8,OH,0,2,0,MT BLANCHARD,HANCOCK,MIDDLE,257,2020-2021,Riverdale Local School District,Public,Mount Blanchard,OH,1033,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/4/20,3904751,9/9/20,Required for all staff,Required for all students,11/4/20
NA,3.90E+11,Riverside Elementary School,3904809,KG,6,OH,0,1,0,DE GRAFF,LOGAN,ELEMENTARY,344,2020-2021,Riverside Local School District,Public,De Graff,OH,647,8/26/20,Hybrid,Online Only,Required for all staff,Required for all students,12/16/20,3904809,8/26/20,Not Required,Required for all students,9/1/20
NA,3.90E+11,Riverside High School,3904809,7,12,OH,0,3,0,DE GRAFF,LOGAN,HIGH,385,2020-2021,Riverside Local School District,Public,De Graff,OH,647,8/26/20,Hybrid,Online Only,Required for all staff,Required for all students,12/16/20,3904809,8/26/20,Not Required,Required for all students,9/1/20
NA,3.90E+11,Rock Hill Elementary School,3904794,PK,5,OH,0,1,0,IRONTON,LAWRENCE,ELEMENTARY,766,2020-2021,Rock Hill Local School District,Public,Ironton,OH,1381,9/8/20,On Premises,Hybrid,Required for all staff,Required for all students,10/20/20,3904794,9/9/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,Rock Hill Middle School,3904794,6,8,OH,0,2,0,IRONTON,LAWRENCE,MIDDLE,307,2020-2021,Rock Hill Local School District,Public,Ironton,OH,1381,9/8/20,On Premises,Hybrid,Required for all staff,Required for all students,10/20/20,3904794,9/9/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,Rock Hill Sr High School,3904794,9,12,OH,0,3,0,IRONTON,LAWRENCE,HIGH,364,2020-2021,Rock Hill Local School District,Public,Ironton,OH,1381,9/8/20,On Premises,Hybrid,Required for all staff,Required for all students,10/20/20,3904794,9/9/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,Goldwood Primary Elementary School,3904470,PK,2,OH,0,1,0,ROCKY RIVER,CUYAHOGA,ELEMENTARY,484,2020-2021,Rocky River City School District,Public,Rocky River,OH,2678,NA,Pending,NA,Pending,Pending,NA,3904470,NA,NA,NA,NA
NA,3.90E+11,Kensington Intermediate Elementary School,3904470,3,5,OH,0,1,0,ROCKY RIVER,CUYAHOGA,ELEMENTARY,606,2020-2021,Rocky River City School District,Public,Rocky River,OH,2678,NA,Pending,NA,Pending,Pending,NA,3904470,NA,NA,NA,NA
NA,3.90E+11,Rocky River Middle School,3904470,6,8,OH,0,2,0,ROCKY RIVER,CUYAHOGA,MIDDLE,690,2020-2021,Rocky River City School District,Public,Rocky River,OH,2678,NA,Pending,NA,Pending,Pending,NA,3904470,NA,NA,NA,NA
NA,3.90E+11,Rocky River High School,3904470,9,12,OH,0,3,0,ROCKY RIVER,CUYAHOGA,HIGH,859,2020-2021,Rocky River City School District,Public,Rocky River,OH,2678,NA,Pending,NA,Pending,Pending,NA,3904470,NA,NA,NA,NA
NA,3.90E+11,Brook Intermediate School,3904730,3,5,OH,0,1,0,BYESVILLE,GUERNSEY,ELEMENTARY,376,2020-2021,Rolling Hills Local School District,Public,Cambridge,OH,1680,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904730,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Byesville Elementary School,3904730,KG,2,OH,0,1,0,BYESVILLE,GUERNSEY,ELEMENTARY,170,2020-2021,Rolling Hills Local School District,Public,Cambridge,OH,1680,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904730,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Meadowbrook High School,3904730,9,12,OH,0,3,0,BYESVILLE,GUERNSEY,HIGH,544,2020-2021,Rolling Hills Local School District,Public,Cambridge,OH,1680,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904730,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Meadowbrook Middle School,3904730,6,8,OH,0,2,0,BYESVILLE,GUERNSEY,MIDDLE,360,2020-2021,Rolling Hills Local School District,Public,Cambridge,OH,1680,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904730,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Secrest Elementary School,3904730,KG,2,OH,0,1,0,SENECAVILLE,GUERNSEY,ELEMENTARY,164,2020-2021,Rolling Hills Local School District,Public,Cambridge,OH,1680,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904730,9/2/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Rootstown Elementary School,3904921,KG,5,OH,0,1,0,ROOTSTOWN,PORTAGE,ELEMENTARY,540,2020-2021,Rootstown Local School District,Public,Rootstown,OH,1162,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/19/20,3904921,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Rootstown/Ward Davis Bldg High School,3904921,9,12,OH,0,3,0,ROOTSTOWN,PORTAGE,HIGH,331,2020-2021,Rootstown Local School District,Public,Rootstown,OH,1162,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/19/20,3904921,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Rootstown/Mabel Schnee Bldg Middle School,3904921,6,8,OH,0,2,0,ROOTSTOWN,PORTAGE,MIDDLE,286,2020-2021,Rootstown Local School District,Public,Rootstown,OH,1162,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/19/20,3904921,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Elda Elementary School,3904614,KG,4,OH,0,1,0,HAMILTON,BUTLER,ELEMENTARY,565,2020-2021,Ross Local School District,Public,Hamilton,OH,2762,9/21/20,Hybrid,On Premises,Required for all staff,Required for all students,1/14/21,3904614,10/20/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Morgan Elementary School,3904614,PK,4,OH,0,1,0,HAMILTON,BUTLER,ELEMENTARY,523,2020-2021,Ross Local School District,Public,Hamilton,OH,2762,9/21/20,Hybrid,On Premises,Required for all staff,Required for all students,1/14/21,3904614,10/20/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Ross High School,3904614,9,12,OH,0,3,0,HAMILTON,BUTLER,HIGH,877,2020-2021,Ross Local School District,Public,Hamilton,OH,2762,9/21/20,Hybrid,On Premises,Required for all staff,Required for all students,1/14/21,3904614,10/20/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Ross Middle School,3904614,5,8,OH,0,2,0,HAMILTON,BUTLER,MIDDLE,928,2020-2021,Ross Local School District,Public,Hamilton,OH,2762,9/21/20,Hybrid,On Premises,Required for all staff,Required for all students,1/14/21,3904614,10/20/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Eagle Point Elementary School,3904560,3,5,OH,0,1,0,ROSSFORD,WOOD,ELEMENTARY,356,2020-2021,Rossford Exempted Village School Dist,Public,Rossford,OH,1937,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3904560,8/26/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Glenwood Elementary School,3904560,PK,2,OH,0,1,0,PERRYSBURG,WOOD,ELEMENTARY,377,2020-2021,Rossford Exempted Village School Dist,Public,Rossford,OH,1937,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3904560,8/26/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Rossford High School,3904560,9,12,OH,0,3,0,ROSSFORD,WOOD,HIGH,437,2020-2021,Rossford Exempted Village School Dist,Public,Rossford,OH,1937,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3904560,8/26/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Rossford Junior High School,3904560,6,8,OH,0,2,0,ROSSFORD,WOOD,MIDDLE,381,2020-2021,Rossford Exempted Village School Dist,Public,Rossford,OH,1937,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3904560,8/26/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Russia Elementary School,3904981,KG,6,OH,0,1,0,RUSSIA,SHELBY,ELEMENTARY,234,2020-2021,Russia Local School District,Public,Russia,OH,427,8/19/20,On Premises,On Premises,Required for all staff,Required for all students,1/29/21,3904981,8/26/20,Required for all staff,Required for all students,9/9/20
NA,3.90E+11,Russia High School,3904981,7,12,OH,0,3,0,RUSSIA,SHELBY,HIGH,223,2020-2021,Russia Local School District,Public,Russia,OH,427,8/19/20,On Premises,On Premises,Required for all staff,Required for all students,1/29/21,3904981,8/26/20,Required for all staff,Required for all students,9/9/20
NA,3.90E+11,St Clairsville Middle School,3904599,5,8,OH,0,2,0,SAINT CLAIRSVILLE,BELMONT,MIDDLE,547,2020-2021,Saint Clairsville-Richland City Sch Dist,Public,Saint Clairsville,OH,1758,NA,Pending,Online Only,Pending,Pending,NA,3904599,NA,Not Required,Required for all students,9/1/20
NA,3.90E+11,St Clairsville High School,3904599,9,12,OH,0,3,0,SAINT CLAIRSVILLE,BELMONT,HIGH,573,2020-2021,Saint Clairsville-Richland City Sch Dist,Public,Saint Clairsville,OH,1758,NA,Pending,Online Only,Pending,Pending,NA,3904599,NA,Not Required,Required for all students,9/1/20
NA,3.90E+11,St Clairsville Elementary School,3904599,PK,4,OH,0,1,0,SAINT CLAIRSVILLE,BELMONT,ELEMENTARY,635,2020-2021,Saint Clairsville-Richland City Sch Dist,Public,Saint Clairsville,OH,1758,NA,Pending,Online Only,Pending,Pending,NA,3904599,NA,Not Required,Required for all students,9/1/20
NA,3.90E+11,St Henry High School,3904858,9,12,OH,0,3,0,SAINT HENRY,MERCER,HIGH,304,2020-2021,Saint Henry Consolidated Local Schl Dist,Public,Saint Henry,OH,940,8/26/20,On Premises,On Premises,Not required,Not required,1/13/21,3904858,8/26/20,Not required,Not required,9/24/20
NA,3.90E+11,St Henry Elementary School,3904858,KG,4,OH,0,1,0,SAINT HENRY,MERCER,ELEMENTARY,400,2020-2021,Saint Henry Consolidated Local Schl Dist,Public,Saint Henry,OH,940,8/26/20,On Premises,On Premises,Not required,Not required,1/13/21,3904858,8/26/20,Not required,Not required,9/24/20
NA,3.90E+11,St Henry Middle School,3904858,5,8,OH,0,2,0,SAINT HENRY,MERCER,MIDDLE,289,2020-2021,Saint Henry Consolidated Local Schl Dist,Public,Saint Henry,OH,940,8/26/20,On Premises,On Premises,Not required,Not required,1/13/21,3904858,8/26/20,Not required,Not required,9/24/20
NA,3.91E+11,Buckeye Elementary School,3910006,KG,2,OH,0,1,0,SALEM,COLUMBIANA,ELEMENTARY,456,2020-2021,Salem City School District,Public,Salem,OH,2228,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/21/21,3910006,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.91E+11,Reilly Elementary School,3910006,3,4,OH,0,1,0,SALEM,COLUMBIANA,ELEMENTARY,357,2020-2021,Salem City School District,Public,Salem,OH,2228,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/21/21,3910006,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.91E+11,Salem Junior High School,3910006,7,8,OH,0,2,0,SALEM,COLUMBIANA,MIDDLE,351,2020-2021,Salem City School District,Public,Salem,OH,2228,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/21/21,3910006,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.91E+11,Salem High School,3910006,9,12,OH,0,3,0,SALEM,COLUMBIANA,HIGH,623,2020-2021,Salem City School District,Public,Salem,OH,2228,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/21/21,3910006,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.91E+11,Southeast Elementary School,3910006,5,6,OH,0,2,0,SALEM,COLUMBIANA,MIDDLE,328,2020-2021,Salem City School District,Public,Salem,OH,2228,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/21/21,3910006,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Sandusky Middle School,3904474,7,8,OH,2,2,0,SANDUSKY,ERIE,MIDDLE,492,2020-2021,Sandusky City School District,Public,Sandusky,OH,3243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/19/20,3904474,9/9/20,Required for all staff,Required for all students,11/19/20
NA,3.90E+11,Hancock Elementary School,3904474,PK,6,OH,2,1,0,SANDUSKY,ERIE,ELEMENTARY,438,2020-2021,Sandusky City School District,Public,Sandusky,OH,3243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/19/20,3904474,9/9/20,Required for all staff,Required for all students,11/19/20
NA,3.90E+11,Mills Elementary School,3904474,PK,6,OH,2,1,0,SANDUSKY,ERIE,ELEMENTARY,378,2020-2021,Sandusky City School District,Public,Sandusky,OH,3243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/19/20,3904474,9/9/20,Required for all staff,Required for all students,11/19/20
NA,3.90E+11,Ontario Elementary School,3904474,KG,6,OH,2,1,0,SANDUSKY,ERIE,ELEMENTARY,393,2020-2021,Sandusky City School District,Public,Sandusky,OH,3243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/19/20,3904474,9/9/20,Required for all staff,Required for all students,11/19/20
NA,3.90E+11,Osborne Elementary School,3904474,KG,6,OH,2,1,0,SANDUSKY,ERIE,ELEMENTARY,379,2020-2021,Sandusky City School District,Public,Sandusky,OH,3243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/19/20,3904474,9/9/20,Required for all staff,Required for all students,11/19/20
NA,3.90E+11,Sandusky High School,3904474,9,12,OH,2,3,0,SANDUSKY,ERIE,HIGH,852,2020-2021,Sandusky City School District,Public,Sandusky,OH,3243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/19/20,3904474,9/9/20,Required for all staff,Required for all students,11/19/20
