SrcName,ncessch,schnam,leaid,gslo,gshi,STUSAB,openEnroll,level,MultiBdy,EXACT_CITY,COUNTY,LEVEL_,ENROLLMENT,SchoolYear,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment_1,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,District_nces,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate
NA,3.90E+11,Venice Heights Elementary School,3904474,KG,6,OH,2,1,0,SANDUSKY,ERIE,ELEMENTARY,295,2020-2021,Sandusky City School District,Public,Sandusky,OH,3243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/19/20,3904474,9/9/20,Required for all staff,Required for all students,11/19/20
NA,3.90E+11,Sandy Valley High School,3904994,9,12,OH,0,3,0,MAGNOLIA,TUSCARAWAS,HIGH,416,2020-2021,Sandy Valley Local Schools,Public,Magnolia,OH,1480,8/19/20,Online Only,Online Only,Required for all staff,Required for all students,12/29/20,3904994,8/26/20,Required for all staff,Required for all students,12/29/20
NA,3.90E+11,Sandy Valley Elementary School,3904994,PK,5,OH,0,1,0,MAGNOLIA,TUSCARAWAS,ELEMENTARY,595,2020-2021,Sandy Valley Local Schools,Public,Magnolia,OH,1480,8/19/20,Online Only,Online Only,Required for all staff,Required for all students,12/29/20,3904994,8/26/20,Required for all staff,Required for all students,12/29/20
NA,3.90E+11,Sandy Valley Middle School,3904994,5,8,OH,0,2,0,MAGNOLIA,TUSCARAWAS,MIDDLE,341,2020-2021,Sandy Valley Local Schools,Public,Magnolia,OH,1480,8/19/20,Online Only,Online Only,Required for all staff,Required for all students,12/29/20,3904994,8/26/20,Required for all staff,Required for all students,12/29/20
NA,3.90E+11,Jasper Elementary School,3904913,PK,3,OH,0,1,0,PIKETON,PIKE,ELEMENTARY,385,2020-2021,Scioto Valley Local School District,Public,Piketon,OH,1300,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,10/16/20,3904913,8/26/20,Required for all staff,Required for all students,9/9/20
NA,3.90E+11,Zahns Middle School,3904913,4,6,OH,0,2,0,PIKETON,PIKE,MIDDLE,303,2020-2021,Scioto Valley Local School District,Public,Piketon,OH,1300,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,10/16/20,3904913,8/26/20,Required for all staff,Required for all students,9/9/20
NA,3.90E+11,Piketon Jr/Sr High School,3904913,7,12,OH,0,3,0,PIKETON,PIKE,HIGH,492,2020-2021,Scioto Valley Local School District,Public,Piketon,OH,1300,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,10/16/20,3904913,8/26/20,Required for all staff,Required for all students,9/9/20
NA,3.90E+11,B L Miller Elementary School,3904835,KG,6,OH,0,1,0,SEBRING,MAHONING,ELEMENTARY,238,2020-2021,Sebring Local School District,Public,Sebring,OH,430,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/29/21,3904835,8/26/20,Required for all staff,Required for all students,9/22/20
NA,3.90E+11,Mckinley High School,3904835,4,12,OH,0,4,0,SEBRING,MAHONING,HIGH,229,2020-2021,Sebring Local School District,Public,Sebring,OH,430,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/29/21,3904835,8/26/20,Required for all staff,Required for all students,9/22/20
NA,3.90E+11,Seneca East Elementary,3904968,KG,5,OH,0,1,0,ATTICA,SENECA,ELEMENTARY,394,2020-2021,Seneca East Local School District,Public,Attica,OH,856,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/22/20,3904968,8/26/20,Required for all staff,Required for all students,10/22/20
NA,3.90E+11,Seneca East High School,3904968,9,12,OH,0,3,0,ATTICA,SENECA,HIGH,311,2020-2021,Seneca East Local School District,Public,Attica,OH,856,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/22/20,3904968,8/26/20,Required for all staff,Required for all students,10/22/20
NA,3.90E+11,Seneca East Middle School,3904968,6,8,OH,0,2,0,ATTICA,SENECA,MIDDLE,216,2020-2021,Seneca East Local School District,Public,Attica,OH,856,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/22/20,3904968,8/26/20,Required for all staff,Required for all students,10/22/20
NA,3.90E+11,Jefferson Ave Elementary School,3904600,PK,2,OH,0,1,0,SHADYSIDE,BELMONT,ELEMENTARY,215,2020-2021,Shadyside Local School District,Public,Shadyside,OH,812,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/29/20,3904600,8/26/20,Required for all staff,Required for all students,9/29/20
NA,3.90E+11,Leona Ave Middle School,3904600,3,6,OH,0,1,0,SHADYSIDE,BELMONT,ELEMENTARY,256,2020-2021,Shadyside Local School District,Public,Shadyside,OH,812,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/29/20,3904600,8/26/20,Required for all staff,Required for all students,9/29/20
NA,3.90E+11,Shadyside High School,3904600,7,12,OH,0,3,0,SHADYSIDE,BELMONT,HIGH,367,2020-2021,Shadyside Local School District,Public,Shadyside,OH,812,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/29/20,3904600,8/26/20,Required for all staff,Required for all students,9/29/20
Boulevard Elementary,3.90E+11,Boulevard Elementary School,3904475,KG,4,OH,0,1,0,SHAKER HEIGHTS,CUYAHOGA,ELEMENTARY,348,2020-2021,Shaker Heights City School District,Public,Shaker Heights,OH,5300,NA,Pending,Other,Pending,Pending,NA,3904475,NA,Unknown,Required for high school students only,9/1/20
Shaker Heights Middle School,3.90E+11,Shaker Hts Middle School,3904475,7,8,OH,0,2,0,SHAKER HEIGHTS,CUYAHOGA,MIDDLE,774,2020-2021,Shaker Heights City School District,Public,Shaker Heights,OH,5300,NA,Pending,Other,Pending,Pending,NA,3904475,NA,Unknown,Required for high school students only,9/1/20
Fernway Elementary,3.90E+11,Fernway Elementary School,3904475,KG,4,OH,0,1,0,SHAKER HEIGHTS,CUYAHOGA,ELEMENTARY,323,2020-2021,Shaker Heights City School District,Public,Shaker Heights,OH,5300,NA,Pending,Other,Pending,Pending,NA,3904475,NA,Unknown,Required for high school students only,9/1/20
Fernway Elementary,3.90E+11,Lomond Elementary School,3904475,KG,4,OH,0,1,0,SHAKER HEIGHTS,CUYAHOGA,ELEMENTARY,392,2020-2021,Shaker Heights City School District,Public,Shaker Heights,OH,5300,NA,Pending,Other,Pending,Pending,NA,3904475,NA,Unknown,Required for high school students only,9/1/20
Mercer Elementary,3.90E+11,Mercer Elementary School,3904475,KG,4,OH,0,1,0,SHAKER HEIGHTS,CUYAHOGA,ELEMENTARY,342,2020-2021,Shaker Heights City School District,Public,Shaker Heights,OH,5300,NA,Pending,Other,Pending,Pending,NA,3904475,NA,Unknown,Required for high school students only,9/1/20
Onaway Elementary,3.90E+11,Onaway Elementary School,3904475,PK,4,OH,0,1,0,SHAKER HEIGHTS,CUYAHOGA,ELEMENTARY,397,2020-2021,Shaker Heights City School District,Public,Shaker Heights,OH,5300,NA,Pending,Other,Pending,Pending,NA,3904475,NA,Unknown,Required for high school students only,9/1/20
Shaker Heights High School,3.90E+11,Shaker Hts High School,3904475,9,12,OH,0,3,0,SHAKER HEIGHTS,CUYAHOGA,HIGH,1664,2020-2021,Shaker Heights City School District,Public,Shaker Heights,OH,5300,NA,Pending,Other,Pending,Pending,NA,3904475,NA,Unknown,Required for high school students only,9/1/20
Woodbury Elementary,3.90E+11,Woodbury Elementary School,3904475,5,6,OH,0,2,0,SHAKER HEIGHTS,CUYAHOGA,MIDDLE,722,2020-2021,Shaker Heights City School District,Public,Shaker Heights,OH,5300,NA,Pending,Other,Pending,Pending,NA,3904475,NA,Unknown,Required for high school students only,9/1/20
NA,3.90E+11,Elmwood Elementary School,3904579,KG,4,OH,0,1,0,LIMA,ALLEN,ELEMENTARY,529,2020-2021,Shawnee Local School District,Public,Lima,OH,2573,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3904579,9/2/20,Required for all staff,Required for all students,10/28/20
NA,3.90E+11,Maplewood Elementary School,3904579,3,4,OH,0,1,0,LIMA,ALLEN,ELEMENTARY,404,2020-2021,Shawnee Local School District,Public,Lima,OH,2573,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3904579,9/2/20,Required for all staff,Required for all students,10/28/20
NA,3.90E+11,Shawnee High School,3904579,9,12,OH,0,3,0,LIMA,ALLEN,HIGH,714,2020-2021,Shawnee Local School District,Public,Lima,OH,2573,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3904579,9/2/20,Required for all staff,Required for all students,10/28/20
NA,3.90E+11,Shawnee Middle School,3904579,5,8,OH,0,2,0,LIMA,ALLEN,MIDDLE,787,2020-2021,Shawnee Local School District,Public,Lima,OH,2573,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3904579,9/2/20,Required for all staff,Required for all students,10/28/20
NA,3.90E+11,Brookside High School,3904476,9,12,OH,0,3,0,SHEFFIELD VILLAGE,LORAIN,HIGH,485,2020-2021,Sheffield-Sheffield Lake City Schl Dist,Public,Sheffield Village,OH,1780,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904476,9/9/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,Knollwood Elementary School,3904476,PK,1,OH,0,1,0,SHEFFIELD VILLAGE,LORAIN,ELEMENTARY,281,2020-2021,Sheffield-Sheffield Lake City Schl Dist,Public,Sheffield Village,OH,1780,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904476,9/9/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,Brookside Middle School,3904476,7,8,OH,0,2,0,SHEFFIELD VILLAGE,LORAIN,MIDDLE,278,2020-2021,Sheffield-Sheffield Lake City Schl Dist,Public,Sheffield Village,OH,1780,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904476,9/9/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,Forestlawn Elementary,3904476,2,2,OH,0,1,0,SHEFFIELD LAKE,LORAIN,ELEMENTARY,118,2020-2021,Sheffield-Sheffield Lake City Schl Dist,Public,Sheffield Village,OH,1780,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904476,9/9/20,Required for all staff,Required for all students,10/7/20
NA,3.90E+11,Brookside Intermediate School,3904476,3,6,OH,0,1,0,SHEFFIELD VILLAGE,LORAIN,ELEMENTARY,537,2020-2021,Sheffield-Sheffield Lake City Schl Dist,Public,Sheffield Village,OH,1780,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904476,9/9/20,Required for all staff,Required for all students,10/7/20
NA,3.91E+11,Sidney Middle School,3910003,5,8,OH,0,2,0,SIDNEY,SHELBY,MIDDLE,836,2020-2021,Sidney City Schools,Public,Sidney,OH,3285,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3910003,9/9/20,Required for all staff,Required for all students,9/9/20
NA,3.91E+11,Emerson Elementary School,3910003,KG,4,OH,0,1,0,SIDNEY,SHELBY,ELEMENTARY,358,2020-2021,Sidney City Schools,Public,Sidney,OH,3285,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3910003,9/9/20,Required for all staff,Required for all students,9/9/20
NA,3.91E+11,Longfellow Elementary School,3910003,KG,5,OH,0,1,0,SIDNEY,SHELBY,ELEMENTARY,284,2020-2021,Sidney City Schools,Public,Sidney,OH,3285,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3910003,9/9/20,Required for all staff,Required for all students,9/9/20
NA,3.91E+11,Northwood Elementary School,3910003,KG,5,OH,0,1,0,SIDNEY,SHELBY,ELEMENTARY,449,2020-2021,Sidney City Schools,Public,Sidney,OH,3285,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3910003,9/9/20,Required for all staff,Required for all students,9/9/20
NA,3.91E+11,Sidney High School,3910003,9,12,OH,0,3,0,SIDNEY,SHELBY,HIGH,942,2020-2021,Sidney City Schools,Public,Sidney,OH,3285,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3910003,9/9/20,Required for all staff,Required for all students,9/9/20
NA,3.91E+11,Whittier Elementary School,3910003,KG,5,OH,0,1,0,SIDNEY,SHELBY,ELEMENTARY,321,2020-2021,Sidney City Schools,Public,Sidney,OH,3285,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/15/20,3910003,9/9/20,Required for all staff,Required for all students,9/9/20
NA,3.90E+11,Solon Middle School,3904660,7,8,OH,0,2,0,SOLON,CUYAHOGA,MIDDLE,761,2020-2021,Solon City School District,Public,Solon,OH,4913,NA,Pending,Hybrid,Pending,Pending,NA,3904660,NA,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Parkside Elementary School,3904660,PK,4,OH,0,1,0,SOLON,CUYAHOGA,ELEMENTARY,465,2020-2021,Solon City School District,Public,Solon,OH,4913,NA,Pending,Hybrid,Pending,Pending,NA,3904660,NA,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Arthur Road Elementary School,3904660,1,4,OH,0,1,0,SOLON,CUYAHOGA,PREKINDERGARTEN,73,2020-2021,Solon City School District,Public,Solon,OH,4913,NA,Pending,Hybrid,Pending,Pending,NA,3904660,NA,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Dorothy E Lewis Elementary School,3904660,KG,4,OH,0,1,0,SOLON,CUYAHOGA,ELEMENTARY,473,2020-2021,Solon City School District,Public,Solon,OH,4913,NA,Pending,Hybrid,Pending,Pending,NA,3904660,NA,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Orchard Middle School,3904660,5,6,OH,0,2,0,SOLON,CUYAHOGA,MIDDLE,640,2020-2021,Solon City School District,Public,Solon,OH,4913,NA,Pending,Hybrid,Pending,Pending,NA,3904660,NA,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Grace L Roxbury Elementary School,3904660,KG,4,OH,0,1,0,SOLON,CUYAHOGA,ELEMENTARY,480,2020-2021,Solon City School District,Public,Solon,OH,4913,NA,Pending,Hybrid,Pending,Pending,NA,3904660,NA,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Solon High School,3904660,8,12,OH,0,3,0,SOLON,CUYAHOGA,HIGH,1636,2020-2021,Solon City School District,Public,Solon,OH,4913,NA,Pending,Hybrid,Pending,Pending,NA,3904660,NA,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,South Central High School,3904773,9,12,OH,0,3,0,GREENWICH,HURON,HIGH,193,2020-2021,South Central Local School District,Public,Greenwich,OH,993,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,12/17/20,3904773,9/2/20,Required for all staff,Required for all students,9/10/20
NA,3.90E+11,South Central Elementary School,3904773,PK,5,OH,0,1,0,GREENWICH,HURON,ELEMENTARY,375,2020-2021,South Central Local School District,Public,Greenwich,OH,993,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,12/17/20,3904773,9/2/20,Required for all staff,Required for all students,9/10/20
NA,3.90E+11,South Central Junior High School,3904773,6,8,OH,0,2,0,GREENWICH,HURON,MIDDLE,185,2020-2021,South Central Local School District,Public,Greenwich,OH,993,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,12/17/20,3904773,9/2/20,Required for all staff,Required for all students,9/10/20
NA,3.90E+11,Adrian Elementary School,3904479,KG,3,OH,0,1,0,SOUTH EUCLID,CUYAHOGA,ELEMENTARY,261,2020-2021,South Euclid Lyndhurst School District,Public,Lyndhurst,OH,3533,9/8/20,Online Only,Online Only,Required for all staff,Unknown,10/16/20,3904479,9/9/20,Required for all staff,Unknown,10/2/20
NA,3.90E+11,Brush High School,3904479,9,12,OH,0,3,0,LYNDHURST,CUYAHOGA,HIGH,1130,2020-2021,South Euclid Lyndhurst School District,Public,Lyndhurst,OH,3533,9/8/20,Online Only,Online Only,Required for all staff,Unknown,10/16/20,3904479,9/9/20,Required for all staff,Unknown,10/2/20
NA,3.90E+11,Memorial Junior High School,3904479,7,8,OH,0,2,0,CLEVELAND,CUYAHOGA,MIDDLE,471,2020-2021,South Euclid Lyndhurst School District,Public,Lyndhurst,OH,3533,9/8/20,Online Only,Online Only,Required for all staff,Unknown,10/16/20,3904479,9/9/20,Required for all staff,Unknown,10/2/20
NA,3.90E+11,Rowland Elementary School,3904479,PK,3,OH,0,1,0,SOUTH EUCLID,CUYAHOGA,ELEMENTARY,438,2020-2021,South Euclid Lyndhurst School District,Public,Lyndhurst,OH,3533,9/8/20,Online Only,Online Only,Required for all staff,Unknown,10/16/20,3904479,9/9/20,Required for all staff,Unknown,10/2/20
NA,3.90E+11,Sunview Elementary School,3904479,KG,3,OH,0,1,0,LYNDHURST,CUYAHOGA,ELEMENTARY,322,2020-2021,South Euclid Lyndhurst School District,Public,Lyndhurst,OH,3533,9/8/20,Online Only,Online Only,Required for all staff,Unknown,10/16/20,3904479,9/9/20,Required for all staff,Unknown,10/2/20
NA,3.90E+11,Greenview Upper Elementary School,3904479,3,6,OH,0,1,0,SOUTH EUCLID,CUYAHOGA,ELEMENTARY,769,2020-2021,South Euclid Lyndhurst School District,Public,Lyndhurst,OH,3533,9/8/20,Online Only,Online Only,Required for all staff,Unknown,10/16/20,3904479,9/9/20,Required for all staff,Unknown,10/2/20
NA,3.90E+11,Burlington Elementary School,3904795,PK,5,OH,0,1,0,SOUTH POINT,LAWRENCE,ELEMENTARY,395,2020-2021,South Point Local School District,Public,South Point,OH,1635,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/5/20,3904795,9/2/20,Required for all staff,Required for all students,11/5/20
NA,3.90E+11,South Point High School,3904795,9,12,OH,0,3,0,SOUTH POINT,LAWRENCE,HIGH,422,2020-2021,South Point Local School District,Public,South Point,OH,1635,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/5/20,3904795,9/2/20,Required for all staff,Required for all students,11/5/20
NA,3.90E+11,South Point Elementary School,3904795,PK,5,OH,0,1,0,SOUTH POINT,LAWRENCE,ELEMENTARY,381,2020-2021,South Point Local School District,Public,South Point,OH,1635,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/5/20,3904795,9/2/20,Required for all staff,Required for all students,11/5/20
NA,3.90E+11,South Point Middle School,3904795,6,8,OH,0,2,0,SOUTH POINT,LAWRENCE,MIDDLE,345,2020-2021,South Point Local School District,Public,South Point,OH,1635,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,11/5/20,3904795,9/2/20,Required for all staff,Required for all students,11/5/20
NA,3.90E+11,South Range Elementary School,3904836,PK,4,OH,0,1,0,CANFIELD,MAHONING,ELEMENTARY,454,2020-2021,South Range Local School District,Public,Canfield,OH,1269,9/9/20,Online Only,Hybrid,Required for all staff,Required for all students,10/16/20,3904836,9/9/20,Required for all staff,Required for all students,9/25/20
NA,3.90E+11,South Range High School,3904836,9,12,OH,0,3,0,CANFIELD,MAHONING,HIGH,432,2020-2021,South Range Local School District,Public,Canfield,OH,1269,9/9/20,Online Only,Hybrid,Required for all staff,Required for all students,10/16/20,3904836,9/9/20,Required for all staff,Required for all students,9/25/20
NA,3.90E+11,South Range Middle School,3904836,5,8,OH,0,2,0,CANFIELD,MAHONING,MIDDLE,392,2020-2021,South Range Local School District,Public,Canfield,OH,1269,9/9/20,Online Only,Hybrid,Required for all staff,Required for all students,10/16/20,3904836,9/9/20,Required for all staff,Required for all students,9/25/20
Buckeye Woods ES,3.90E+11,Buckeye Woods Elementary School,3904480,KG,4,OH,0,1,0,GROVE CITY,FRANKLIN,ELEMENTARY,747,2020-2021,South-Western City School District,Public,Grove City,OH,22953,8/27/20,Online Only,Online Only,Pending,Pending,12/23/20,3904480,9/2/20,Pending,Pending,8/29/20
